,F1014anonym,label_Abhängigkeit von der Bank,label_Aufwändige Beantragung,label_Enthaltung,label_Erreichbarkeit des Angebots (Serverausfall),label_Fördermittel (zu schnell) aufgebraucht,label_Höhe des Zuschusses nicht ausreichend,label_Kosten für Energieberater,label_Kosten-/Nutzenverhältnis,label_Lange Bearbeitungsdauer,label_Nichts,label_Sondertilgungen nicht möglich,label_Sonstiges,label_Unklare Entscheidungsverfahren,label_Zinsen,label_Zusätzliche Kosten bei Ausführung/ für Ingenieurleistungen,label_kein / unbekannter Bedarf (bei Bekannten / Gesprächspartnern),label_unflexible Bedingungen
2754,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2755,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2756,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2757,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2758,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2759,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2760,Nichts,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2761,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2762,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2764,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2765,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2766,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2767,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2768,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2769,Nichts,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2770,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2771,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2772,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2773,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2774,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2775,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2776,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2777,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2778,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2779,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2780,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2782,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2783,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2784,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2785,Nichts,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2786,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2788,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2790,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2792,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2793,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2794,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2796,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2797,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2798,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2802,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2803,—-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2805,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2806,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2809,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2810,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2811,Nichts,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2812,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2813,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2814,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2815,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2816,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2817,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2818,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2819,Nichts,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2820,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2821,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2822,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2823,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2824,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2825,Nichts,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2826,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2827,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2828,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2829,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2830,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2831,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2832,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2833,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2834,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2835,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2836,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2837,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2838,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2839,Nichts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2840,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2842,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2844,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2845,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2846,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2847,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,Keine Gründe,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2849,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2850,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2851,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2852,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2853,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2854,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2855,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2856,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2857,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2858,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2859,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2860,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2861,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2862,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2863,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2864,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2865,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2866,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2867,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2868,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2869,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2870,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2871,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2872,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2873,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2874,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2875,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2876,zu bürokratisch,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2878,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2879,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2880,?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2882,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2883,Nichts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2884,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2885,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2886,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2887,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2888,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2889,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2890,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2891,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2892,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2893,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2894,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2895,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2896,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2897,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2898,Nichts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2899,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2906,Passende Förderprogramme teils schwer zu finden,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2908,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2910,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2911,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2912,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2913,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2914,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2915,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2916,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2918,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2919,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2920,"Sehr wenig, die mangelnde Bekanntheit der Fördermöglichkeiten ist meist das größte Hindernis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2921,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2922,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2923,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2924,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2925,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2926,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2927,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2928,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2930,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2931,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2932,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2933,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2934,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2935,Die Trägheit des Verfahrens,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2936,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2937,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2938,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2939,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2940,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2941,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2943,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2944,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2945,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2946,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2947,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2948,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2949,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2950,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2951,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2953,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2954,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2955,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2957,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2958,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2959,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2960,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2961,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2962,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2963,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2964,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2965,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2966,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2967,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2968,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2970,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2971,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2972,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2973,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2974,Nichts,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2975,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2976,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2977,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2978,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2979,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2980,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2981,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2982,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2983,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2984,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2985,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2986,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2987,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2988,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2989,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2990,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2991,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2992,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2993,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2994,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2995,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2996,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2997,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2998,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2999,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3000,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3001,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3002,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3003,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3004,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3005,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3006,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3007,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3008,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3009,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3011,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3012,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3014,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3015,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3016,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3017,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3018,einzige Quelle für öffentliche Förderung,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3019,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3020,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3021,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3022,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3023,Nichts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3024,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3025,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3026,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3027,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3028,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3029,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3030,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3031,Nichts,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3032,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3033,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3034,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3035,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3036,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3037,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3038,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3039,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3040,Nichts,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3041,bei älteren Mitmenschen ist die Antragstellung schon etwas Aufwendig,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3042,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3043,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3044,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3045,Nichts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
